Toll Date,Detection Group,Vehicle Class,CRZ Entries
2025-02-21,Manhattan Bridge,2 - Single-Unit Trucks,2192
2025-02-21,Manhattan Bridge,3 - Multi-Unit Trucks,280
2025-02-21,Manhattan Bridge,4 - Buses,324
2025-02-21,Manhattan Bridge,5 - Motorcycles,51
2025-02-21,Manhattan Bridge,TLC Taxi/FHV,10403
2025-02-21,Queens Midtown Tunnel,"1 - Cars, Pickups and Vans",23373
2025-02-21,Queens Midtown Tunnel,2 - Single-Unit Trucks,2273
2025-02-21,Queens Midtown Tunnel,3 - Multi-Unit Trucks,98
2025-02-21,Queens Midtown Tunnel,4 - Buses,1011
2025-02-21,Queens Midtown Tunnel,5 - Motorcycles,18
2025-02-21,Queens Midtown Tunnel,TLC Taxi/FHV,16569
2025-02-21,Queensboro Bridge,"1 - Cars, Pickups and Vans",17668
2025-02-21,Queensboro Bridge,2 - Single-Unit Trucks,2593
2025-02-21,Queensboro Bridge,3 - Multi-Unit Trucks,244
2025-02-21,Queensboro Bridge,4 - Buses,369
2025-02-21,Queensboro Bridge,5 - Motorcycles,104
2025-02-21,Queensboro Bridge,TLC Taxi/FHV,16490
2025-02-21,West 60th St,"1 - Cars, Pickups and Vans",13070
2025-02-21,West 60th St,2 - Single-Unit Trucks,2568
2025-02-21,West 60th St,3 - Multi-Unit Trucks,186
2025-02-21,West 60th St,4 - Buses,974
2025-02-21,West 60th St,5 - Motorcycles,375
2025-02-21,West 60th St,TLC Taxi/FHV,23360
2025-02-21,West Side Highway at 60th St,"1 - Cars, Pickups and Vans",32292
2025-02-21,West Side Highway at 60th St,2 - Single-Unit Trucks,395
2025-02-21,West Side Highway at 60th St,3 - Multi-Unit Trucks,3
2025-02-21,West Side Highway at 60th St,4 - Buses,387
2025-02-21,West Side Highway at 60th St,5 - Motorcycles,48
2025-02-21,West Side Highway at 60th St,TLC Taxi/FHV,11867
2025-02-21,Williamsburg Bridge,"1 - Cars, Pickups and Vans",23413
2025-02-21,Williamsburg Bridge,2 - Single-Unit Trucks,2138
2025-02-21,Williamsburg Bridge,3 - Multi-Unit Trucks,150
2025-02-21,Williamsburg Bridge,4 - Buses,159
2025-02-21,Williamsburg Bridge,5 - Motorcycles,50
2025-02-21,Williamsburg Bridge,TLC Taxi/FHV,15483
2025-02-22,Brooklyn Bridge,"1 - Cars, Pickups and Vans",17657
2025-02-22,Brooklyn Bridge,2 - Single-Unit Trucks,136
2025-02-22,Brooklyn Bridge,3 - Multi-Unit Trucks,0
2025-02-22,Brooklyn Bridge,4 - Buses,18
2025-02-22,Brooklyn Bridge,5 - Motorcycles,50
2025-02-22,Brooklyn Bridge,TLC Taxi/FHV,12577
2025-02-22,East 60th St,"1 - Cars, Pickups and Vans",28692
2025-02-22,East 60th St,2 - Single-Unit Trucks,1648
2025-02-22,East 60th St,3 - Multi-Unit Trucks,174
2025-02-22,East 60th St,4 - Buses,1321
2025-02-22,East 60th St,5 - Motorcycles,631
2025-02-22,East 60th St,TLC Taxi/FHV,41428
2025-02-22,FDR Drive at 60th St,"1 - Cars, Pickups and Vans",30276
2025-02-22,FDR Drive at 60th St,2 - Single-Unit Trucks,231
2025-02-22,FDR Drive at 60th St,3 - Multi-Unit Trucks,4
2025-02-22,FDR Drive at 60th St,4 - Buses,57
2025-02-22,FDR Drive at 60th St,5 - Motorcycles,113
2025-02-22,FDR Drive at 60th St,TLC Taxi/FHV,19940
2025-02-22,Holland Tunnel,"1 - Cars, Pickups and Vans",31934
2025-02-22,Holland Tunnel,2 - Single-Unit Trucks,823
2025-02-22,Holland Tunnel,3 - Multi-Unit Trucks,81
2025-02-22,Holland Tunnel,4 - Buses,74
2025-02-22,Holland Tunnel,5 - Motorcycles,8
2025-02-22,Holland Tunnel,TLC Taxi/FHV,9817
2025-02-22,Hugh L. Carey Tunnel,"1 - Cars, Pickups and Vans",13148
2025-02-22,Hugh L. Carey Tunnel,2 - Single-Unit Trucks,231
2025-02-22,Hugh L. Carey Tunnel,3 - Multi-Unit Trucks,11
2025-02-22,Hugh L. Carey Tunnel,4 - Buses,398
2025-02-22,Hugh L. Carey Tunnel,5 - Motorcycles,9
2025-02-22,Hugh L. Carey Tunnel,TLC Taxi/FHV,4676
2025-02-22,Lincoln Tunnel,"1 - Cars, Pickups and Vans",35648
2025-02-22,Lincoln Tunnel,2 - Single-Unit Trucks,1490
2025-02-22,Lincoln Tunnel,3 - Multi-Unit Trucks,255
2025-02-22,Lincoln Tunnel,4 - Buses,891
2025-02-22,Lincoln Tunnel,5 - Motorcycles,107
2025-02-22,Lincoln Tunnel,TLC Taxi/FHV,7270
2025-02-22,Manhattan Bridge,"1 - Cars, Pickups and Vans",15814
2025-02-22,Manhattan Bridge,2 - Single-Unit Trucks,867
2025-02-22,Manhattan Bridge,3 - Multi-Unit Trucks,145
2025-02-22,Manhattan Bridge,4 - Buses,181
2025-02-22,Manhattan Bridge,5 - Motorcycles,71
2025-02-22,Manhattan Bridge,TLC Taxi/FHV,12135
2025-02-22,Queens Midtown Tunnel,"1 - Cars, Pickups and Vans",22777
2025-02-22,Queens Midtown Tunnel,2 - Single-Unit Trucks,764
2025-02-22,Queens Midtown Tunnel,3 - Multi-Unit Trucks,41
2025-02-22,Queens Midtown Tunnel,4 - Buses,359
2025-02-22,Queens Midtown Tunnel,5 - Motorcycles,18
2025-02-22,Queens Midtown Tunnel,TLC Taxi/FHV,15837
2025-02-22,Queensboro Bridge,"1 - Cars, Pickups and Vans",15613
2025-02-22,Queensboro Bridge,2 - Single-Unit Trucks,930
2025-02-22,Queensboro Bridge,3 - Multi-Unit Trucks,110
2025-02-22,Queensboro Bridge,4 - Buses,269
2025-02-22,Queensboro Bridge,5 - Motorcycles,87
2025-02-22,Queensboro Bridge,TLC Taxi/FHV,14598
2025-02-22,West 60th St,"1 - Cars, Pickups and Vans",12116
2025-02-22,West 60th St,2 - Single-Unit Trucks,989
2025-02-22,West 60th St,3 - Multi-Unit Trucks,106
2025-02-22,West 60th St,4 - Buses,810
2025-02-22,West 60th St,5 - Motorcycles,425
2025-02-22,West 60th St,TLC Taxi/FHV,23094
2025-02-22,West Side Highway at 60th St,"1 - Cars, Pickups and Vans",30848
2025-02-22,West Side Highway at 60th St,2 - Single-Unit Trucks,199
2025-02-22,West Side Highway at 60th St,3 - Multi-Unit Trucks,7
2025-02-22,West Side Highway at 60th St,4 - Buses,132
2025-02-22,West Side Highway at 60th St,5 - Motorcycles,53
2025-02-22,West Side Highway at 60th St,TLC Taxi/FHV,11499
2025-02-22,Williamsburg Bridge,"1 - Cars, Pickups and Vans",23448
2025-02-22,Williamsburg Bridge,2 - Single-Unit Trucks,888
2025-02-22,Williamsburg Bridge,3 - Multi-Unit Trucks,73
2025-02-22,Williamsburg Bridge,4 - Buses,101
2025-02-22,Williamsburg Bridge,5 - Motorcycles,56
2025-02-22,Williamsburg Bridge,TLC Taxi/FHV,18079
2025-02-23,Brooklyn Bridge,"1 - Cars, Pickups and Vans",17205
2025-02-23,Brooklyn Bridge,2 - Single-Unit Trucks,86
2025-02-23,Brooklyn Bridge,3 - Multi-Unit Trucks,5
2025-02-23,Brooklyn Bridge,4 - Buses,10
2025-02-23,Brooklyn Bridge,5 - Motorcycles,60
2025-02-23,Brooklyn Bridge,TLC Taxi/FHV,11429
2025-02-23,East 60th St,"1 - Cars, Pickups and Vans",26848
2025-02-23,East 60th St,2 - Single-Unit Trucks,785
2025-02-23,East 60th St,3 - Multi-Unit Trucks,100
2025-02-23,East 60th St,4 - Buses,1112
2025-02-23,East 60th St,5 - Motorcycles,700
2025-02-23,East 60th St,TLC Taxi/FHV,37367
2025-02-23,FDR Drive at 60th St,"1 - Cars, Pickups and Vans",29287
2025-02-23,FDR Drive at 60th St,2 - Single-Unit Trucks,198
2025-02-23,FDR Drive at 60th St,3 - Multi-Unit Trucks,4
2025-02-23,FDR Drive at 60th St,4 - Buses,45
2025-02-23,FDR Drive at 60th St,5 - Motorcycles,126
2025-02-23,FDR Drive at 60th St,TLC Taxi/FHV,16209
2025-02-23,Holland Tunnel,"1 - Cars, Pickups and Vans",30237
2025-02-23,Holland Tunnel,2 - Single-Unit Trucks,368
2025-02-23,Holland Tunnel,3 - Multi-Unit Trucks,41
2025-02-23,Holland Tunnel,4 - Buses,89
2025-02-23,Holland Tunnel,5 - Motorcycles,18
2025-02-23,Holland Tunnel,TLC Taxi/FHV,10972
2025-02-23,Hugh L. Carey Tunnel,"1 - Cars, Pickups and Vans",11424
2025-02-23,Hugh L. Carey Tunnel,2 - Single-Unit Trucks,117
2025-02-23,Hugh L. Carey Tunnel,3 - Multi-Unit Trucks,2
2025-02-23,Hugh L. Carey Tunnel,4 - Buses,256
2025-02-23,Hugh L. Carey Tunnel,5 - Motorcycles,14
2025-02-23,Hugh L. Carey Tunnel,TLC Taxi/FHV,3433
2025-02-23,Lincoln Tunnel,"1 - Cars, Pickups and Vans",33373
2025-02-23,Lincoln Tunnel,2 - Single-Unit Trucks,882
2025-02-23,Lincoln Tunnel,3 - Multi-Unit Trucks,178
2025-02-23,Lincoln Tunnel,4 - Buses,802
2025-02-23,Lincoln Tunnel,5 - Motorcycles,97
2025-02-23,Lincoln Tunnel,TLC Taxi/FHV,7088
2025-02-23,Manhattan Bridge,"1 - Cars, Pickups and Vans",15229
2025-02-23,Manhattan Bridge,2 - Single-Unit Trucks,437
2025-02-23,Manhattan Bridge,3 - Multi-Unit Trucks,103
2025-02-23,Manhattan Bridge,4 - Buses,149
2025-02-23,Manhattan Bridge,5 - Motorcycles,78
2025-02-23,Manhattan Bridge,TLC Taxi/FHV,10058
2025-02-23,Queens Midtown Tunnel,"1 - Cars, Pickups and Vans",18823
2025-02-23,Queens Midtown Tunnel,2 - Single-Unit Trucks,359
2025-02-23,Queens Midtown Tunnel,3 - Multi-Unit Trucks,13
2025-02-23,Queens Midtown Tunnel,4 - Buses,297
2025-02-23,Queens Midtown Tunnel,5 - Motorcycles,20
2025-02-23,Queens Midtown Tunnel,TLC Taxi/FHV,16343
2025-02-23,Queensboro Bridge,"1 - Cars, Pickups and Vans",14483
2025-02-23,Queensboro Bridge,2 - Single-Unit Trucks,538
2025-02-23,Queensboro Bridge,3 - Multi-Unit Trucks,54
2025-02-23,Queensboro Bridge,4 - Buses,230
2025-02-23,Queensboro Bridge,5 - Motorcycles,112
2025-02-23,Queensboro Bridge,TLC Taxi/FHV,14747
2025-02-23,West 60th St,"1 - Cars, Pickups and Vans",11084
2025-02-23,West 60th St,2 - Single-Unit Trucks,495
2025-02-23,West 60th St,3 - Multi-Unit Trucks,53
2025-02-23,West 60th St,4 - Buses,759
2025-02-23,West 60th St,5 - Motorcycles,413
2025-02-23,West 60th St,TLC Taxi/FHV,18939
2025-02-23,West Side Highway at 60th St,"1 - Cars, Pickups and Vans",26388
2025-02-23,West Side Highway at 60th St,2 - Single-Unit Trucks,120
2025-02-23,West Side Highway at 60th St,3 - Multi-Unit Trucks,7
2025-02-23,West Side Highway at 60th St,4 - Buses,151
2025-02-23,West Side Highway at 60th St,5 - Motorcycles,60
2025-02-23,West Side Highway at 60th St,TLC Taxi/FHV,9599
2025-02-23,Williamsburg Bridge,"1 - Cars, Pickups and Vans",23546
2025-02-23,Williamsburg Bridge,2 - Single-Unit Trucks,396
2025-02-23,Williamsburg Bridge,3 - Multi-Unit Trucks,42
2025-02-23,Williamsburg Bridge,4 - Buses,105
2025-02-23,Williamsburg Bridge,5 - Motorcycles,76
2025-02-23,Williamsburg Bridge,TLC Taxi/FHV,17232
2025-02-24,Brooklyn Bridge,"1 - Cars, Pickups and Vans",16417
2025-02-24,Brooklyn Bridge,2 - Single-Unit Trucks,217
2025-02-24,Brooklyn Bridge,3 - Multi-Unit Trucks,5
2025-02-24,Brooklyn Bridge,4 - Buses,129
2025-02-24,Brooklyn Bridge,5 - Motorcycles,78
2025-02-24,Brooklyn Bridge,TLC Taxi/FHV,10287
2025-02-24,East 60th St,"1 - Cars, Pickups and Vans",28945
2025-02-24,East 60th St,2 - Single-Unit Trucks,4090
2025-02-24,East 60th St,3 - Multi-Unit Trucks,324
2025-02-24,East 60th St,4 - Buses,2216
2025-02-24,East 60th St,5 - Motorcycles,678
2025-02-24,East 60th St,TLC Taxi/FHV,38431
2025-02-24,FDR Drive at 60th St,"1 - Cars, Pickups and Vans",31250
2025-02-24,FDR Drive at 60th St,2 - Single-Unit Trucks,452
2025-02-24,FDR Drive at 60th St,3 - Multi-Unit Trucks,4
2025-02-24,FDR Drive at 60th St,4 - Buses,713
2025-02-24,FDR Drive at 60th St,5 - Motorcycles,133
2025-02-24,FDR Drive at 60th St,TLC Taxi/FHV,16825
2025-02-24,Holland Tunnel,"1 - Cars, Pickups and Vans",26980
2025-02-24,Holland Tunnel,2 - Single-Unit Trucks,1645
2025-02-24,Holland Tunnel,3 - Multi-Unit Trucks,88
2025-02-24,Holland Tunnel,4 - Buses,132
2025-02-24,Holland Tunnel,5 - Motorcycles,18
2025-02-24,Holland Tunnel,TLC Taxi/FHV,8445
2025-02-24,Hugh L. Carey Tunnel,"1 - Cars, Pickups and Vans",14329
2025-02-24,Hugh L. Carey Tunnel,2 - Single-Unit Trucks,686
2025-02-24,Hugh L. Carey Tunnel,3 - Multi-Unit Trucks,21
2025-02-24,Hugh L. Carey Tunnel,4 - Buses,1559
2025-02-24,Hugh L. Carey Tunnel,5 - Motorcycles,27
2025-02-24,Hugh L. Carey Tunnel,TLC Taxi/FHV,4213
2025-02-24,Lincoln Tunnel,"1 - Cars, Pickups and Vans",29593
2025-02-24,Lincoln Tunnel,2 - Single-Unit Trucks,3685
2025-02-24,Lincoln Tunnel,3 - Multi-Unit Trucks,540
2025-02-24,Lincoln Tunnel,4 - Buses,1765
2025-02-24,Lincoln Tunnel,5 - Motorcycles,124
2025-02-24,Lincoln Tunnel,TLC Taxi/FHV,6160
2025-02-24,Manhattan Bridge,"1 - Cars, Pickups and Vans",15417
2025-02-24,Manhattan Bridge,2 - Single-Unit Trucks,2171
2025-02-24,Manhattan Bridge,3 - Multi-Unit Trucks,283
2025-02-24,Manhattan Bridge,4 - Buses,590
2025-02-24,Manhattan Bridge,5 - Motorcycles,99
2025-02-24,Manhattan Bridge,TLC Taxi/FHV,7868
2025-02-24,Queens Midtown Tunnel,"1 - Cars, Pickups and Vans",21770
2025-02-24,Queens Midtown Tunnel,2 - Single-Unit Trucks,2269
2025-02-24,Queens Midtown Tunnel,3 - Multi-Unit Trucks,78
2025-02-24,Queens Midtown Tunnel,4 - Buses,1211
2025-02-24,Queens Midtown Tunnel,5 - Motorcycles,32
2025-02-24,Queens Midtown Tunnel,TLC Taxi/FHV,17493
2025-02-24,Queensboro Bridge,"1 - Cars, Pickups and Vans",16702
2025-02-24,Queensboro Bridge,2 - Single-Unit Trucks,2661
2025-02-24,Queensboro Bridge,3 - Multi-Unit Trucks,228
2025-02-24,Queensboro Bridge,4 - Buses,441
2025-02-24,Queensboro Bridge,5 - Motorcycles,140
2025-02-24,Queensboro Bridge,TLC Taxi/FHV,15147
2025-02-24,West 60th St,"1 - Cars, Pickups and Vans",12592
2025-02-24,West 60th St,2 - Single-Unit Trucks,2378
2025-02-24,West 60th St,3 - Multi-Unit Trucks,200
2025-02-24,West 60th St,4 - Buses,1194
2025-02-24,West 60th St,5 - Motorcycles,378
2025-02-24,West 60th St,TLC Taxi/FHV,20099
2025-02-24,West Side Highway at 60th St,"1 - Cars, Pickups and Vans",30193
2025-02-24,West Side Highway at 60th St,2 - Single-Unit Trucks,361
2025-02-24,West Side Highway at 60th St,3 - Multi-Unit Trucks,11
2025-02-24,West Side Highway at 60th St,4 - Buses,710
2025-02-24,West Side Highway at 60th St,5 - Motorcycles,75
2025-02-24,West Side Highway at 60th St,TLC Taxi/FHV,9698
2025-02-24,Williamsburg Bridge,"1 - Cars, Pickups and Vans",22084
2025-02-24,Williamsburg Bridge,2 - Single-Unit Trucks,2152
2025-02-24,Williamsburg Bridge,3 - Multi-Unit Trucks,198
2025-02-24,Williamsburg Bridge,4 - Buses,297
2025-02-24,Williamsburg Bridge,5 - Motorcycles,104
2025-02-24,Williamsburg Bridge,TLC Taxi/FHV,12269
2025-02-25,Brooklyn Bridge,"1 - Cars, Pickups and Vans",16422
2025-02-25,Brooklyn Bridge,2 - Single-Unit Trucks,190
2025-02-25,Brooklyn Bridge,3 - Multi-Unit Trucks,4
2025-02-25,Brooklyn Bridge,4 - Buses,107
2025-02-25,Brooklyn Bridge,5 - Motorcycles,78
2025-02-25,Brooklyn Bridge,TLC Taxi/FHV,11265
2025-02-25,East 60th St,"1 - Cars, Pickups and Vans",29585
2025-02-25,East 60th St,2 - Single-Unit Trucks,4285
2025-02-25,East 60th St,3 - Multi-Unit Trucks,263
2025-02-25,East 60th St,4 - Buses,2243
2025-02-25,East 60th St,5 - Motorcycles,704
2025-02-25,East 60th St,TLC Taxi/FHV,40917
2025-02-25,FDR Drive at 60th St,"1 - Cars, Pickups and Vans",32348
2025-02-25,FDR Drive at 60th St,2 - Single-Unit Trucks,459
2025-02-25,FDR Drive at 60th St,3 - Multi-Unit Trucks,5
2025-02-25,FDR Drive at 60th St,4 - Buses,733
2025-02-25,FDR Drive at 60th St,5 - Motorcycles,173
2025-02-25,FDR Drive at 60th St,TLC Taxi/FHV,18182
2025-02-25,Holland Tunnel,"1 - Cars, Pickups and Vans",26571
2025-02-25,Holland Tunnel,2 - Single-Unit Trucks,1780
2025-02-25,Holland Tunnel,3 - Multi-Unit Trucks,77
2025-02-25,Holland Tunnel,4 - Buses,138
2025-02-25,Holland Tunnel,5 - Motorcycles,17
2025-02-25,Holland Tunnel,TLC Taxi/FHV,8796
2025-02-25,Hugh L. Carey Tunnel,"1 - Cars, Pickups and Vans",14920
2025-02-25,Hugh L. Carey Tunnel,2 - Single-Unit Trucks,747
2025-02-25,Hugh L. Carey Tunnel,3 - Multi-Unit Trucks,20
2025-02-25,Hugh L. Carey Tunnel,4 - Buses,1569
2025-02-25,Hugh L. Carey Tunnel,5 - Motorcycles,47
2025-02-25,Hugh L. Carey Tunnel,TLC Taxi/FHV,4481
2025-02-25,Lincoln Tunnel,"1 - Cars, Pickups and Vans",29868
2025-02-25,Lincoln Tunnel,2 - Single-Unit Trucks,3817
2025-02-25,Lincoln Tunnel,3 - Multi-Unit Trucks,478
2025-02-25,Lincoln Tunnel,4 - Buses,1706
2025-02-25,Lincoln Tunnel,5 - Motorcycles,117
2025-02-25,Lincoln Tunnel,TLC Taxi/FHV,6666
2025-02-25,Manhattan Bridge,"1 - Cars, Pickups and Vans",15684
2025-02-25,Manhattan Bridge,2 - Single-Unit Trucks,2201
2025-02-25,Manhattan Bridge,3 - Multi-Unit Trucks,267
2025-02-25,Manhattan Bridge,4 - Buses,559
2025-02-25,Manhattan Bridge,5 - Motorcycles,112
2025-02-25,Manhattan Bridge,TLC Taxi/FHV,8696
2025-02-25,Queens Midtown Tunnel,"1 - Cars, Pickups and Vans",22665
2025-02-25,Queens Midtown Tunnel,2 - Single-Unit Trucks,2434
2025-02-25,Queens Midtown Tunnel,3 - Multi-Unit Trucks,94
2025-02-25,Queens Midtown Tunnel,4 - Buses,1232
2025-02-25,Queens Midtown Tunnel,5 - Motorcycles,40
2025-02-25,Queens Midtown Tunnel,TLC Taxi/FHV,15992
2025-02-25,Queensboro Bridge,"1 - Cars, Pickups and Vans",16897
2025-02-25,Queensboro Bridge,2 - Single-Unit Trucks,2748
2025-02-25,Queensboro Bridge,3 - Multi-Unit Trucks,236
2025-02-25,Queensboro Bridge,4 - Buses,435
2025-02-25,Queensboro Bridge,5 - Motorcycles,181
2025-02-25,Queensboro Bridge,TLC Taxi/FHV,15867
2025-02-25,West 60th St,"1 - Cars, Pickups and Vans",12691
2025-02-25,West 60th St,2 - Single-Unit Trucks,2615
2025-02-25,West 60th St,3 - Multi-Unit Trucks,188
2025-02-25,West 60th St,4 - Buses,1212
2025-02-25,West 60th St,5 - Motorcycles,374
2025-02-25,West 60th St,TLC Taxi/FHV,22684
2025-02-25,West Side Highway at 60th St,"1 - Cars, Pickups and Vans",33941
2025-02-25,West Side Highway at 60th St,2 - Single-Unit Trucks,337
2025-02-25,West Side Highway at 60th St,3 - Multi-Unit Trucks,1
2025-02-25,West Side Highway at 60th St,4 - Buses,746
2025-02-25,West Side Highway at 60th St,5 - Motorcycles,95
2025-02-25,West Side Highway at 60th St,TLC Taxi/FHV,11264
2025-02-25,Williamsburg Bridge,"1 - Cars, Pickups and Vans",22773
2025-02-25,Williamsburg Bridge,2 - Single-Unit Trucks,2289
2025-02-25,Williamsburg Bridge,3 - Multi-Unit Trucks,174
2025-02-25,Williamsburg Bridge,4 - Buses,296
2025-02-25,Williamsburg Bridge,5 - Motorcycles,125
2025-02-25,Williamsburg Bridge,TLC Taxi/FHV,13459
2025-02-26,Brooklyn Bridge,"1 - Cars, Pickups and Vans",16573
2025-02-26,Brooklyn Bridge,2 - Single-Unit Trucks,185
2025-02-26,Brooklyn Bridge,3 - Multi-Unit Trucks,4
2025-02-26,Brooklyn Bridge,4 - Buses,107
2025-02-26,Brooklyn Bridge,5 - Motorcycles,65
2025-02-26,Brooklyn Bridge,TLC Taxi/FHV,11681
2025-02-26,East 60th St,"1 - Cars, Pickups and Vans",30363
2025-02-26,East 60th St,2 - Single-Unit Trucks,4286
2025-02-26,East 60th St,3 - Multi-Unit Trucks,228
2025-02-26,East 60th St,4 - Buses,2192
2025-02-26,East 60th St,5 - Motorcycles,730
2025-02-26,East 60th St,TLC Taxi/FHV,42788
2025-02-26,FDR Drive at 60th St,"1 - Cars, Pickups and Vans",32860
2025-02-26,FDR Drive at 60th St,2 - Single-Unit Trucks,430
2025-02-26,FDR Drive at 60th St,3 - Multi-Unit Trucks,1
2025-02-26,FDR Drive at 60th St,4 - Buses,734
2025-02-26,FDR Drive at 60th St,5 - Motorcycles,152
2025-02-26,FDR Drive at 60th St,TLC Taxi/FHV,19063
2025-02-26,Holland Tunnel,"1 - Cars, Pickups and Vans",27300
2025-02-26,Holland Tunnel,2 - Single-Unit Trucks,1838
2025-02-26,Holland Tunnel,3 - Multi-Unit Trucks,62
2025-02-26,Holland Tunnel,4 - Buses,145
2025-02-26,Holland Tunnel,5 - Motorcycles,19
2025-02-26,Holland Tunnel,TLC Taxi/FHV,10105
2025-02-26,Hugh L. Carey Tunnel,"1 - Cars, Pickups and Vans",15273
2025-02-26,Hugh L. Carey Tunnel,2 - Single-Unit Trucks,743
2025-02-26,Hugh L. Carey Tunnel,3 - Multi-Unit Trucks,11
2025-02-26,Hugh L. Carey Tunnel,4 - Buses,1567
2025-02-26,Hugh L. Carey Tunnel,5 - Motorcycles,50
2025-02-26,Hugh L. Carey Tunnel,TLC Taxi/FHV,4830
2025-02-26,Lincoln Tunnel,"1 - Cars, Pickups and Vans",31507
2025-02-26,Lincoln Tunnel,2 - Single-Unit Trucks,3940
2025-02-26,Lincoln Tunnel,3 - Multi-Unit Trucks,474
2025-02-26,Lincoln Tunnel,4 - Buses,1694
2025-02-26,Lincoln Tunnel,5 - Motorcycles,99
2025-02-26,Lincoln Tunnel,TLC Taxi/FHV,7697
2025-02-26,Manhattan Bridge,"1 - Cars, Pickups and Vans",16104
2025-02-26,Manhattan Bridge,2 - Single-Unit Trucks,2210
2025-02-26,Manhattan Bridge,3 - Multi-Unit Trucks,274
2025-02-26,Manhattan Bridge,4 - Buses,595
2025-02-26,Manhattan Bridge,5 - Motorcycles,124
2025-02-26,Manhattan Bridge,TLC Taxi/FHV,9433
2025-02-26,Queens Midtown Tunnel,"1 - Cars, Pickups and Vans",24137
2025-02-26,Queens Midtown Tunnel,2 - Single-Unit Trucks,2415
2025-02-26,Queens Midtown Tunnel,3 - Multi-Unit Trucks,78
2025-02-26,Queens Midtown Tunnel,4 - Buses,1225
2025-02-26,Queens Midtown Tunnel,5 - Motorcycles,34
2025-02-26,Queens Midtown Tunnel,TLC Taxi/FHV,16817
2025-02-26,Queensboro Bridge,"1 - Cars, Pickups and Vans",17366
2025-02-26,Queensboro Bridge,2 - Single-Unit Trucks,2796
2025-02-26,Queensboro Bridge,3 - Multi-Unit Trucks,187
2025-02-26,Queensboro Bridge,4 - Buses,437
2025-02-26,Queensboro Bridge,5 - Motorcycles,154
2025-02-26,Queensboro Bridge,TLC Taxi/FHV,17189
2025-02-26,West 60th St,"1 - Cars, Pickups and Vans",12741
2025-02-26,West 60th St,2 - Single-Unit Trucks,2507
2025-02-26,West 60th St,3 - Multi-Unit Trucks,173
2025-02-26,West 60th St,4 - Buses,1250
2025-02-26,West 60th St,5 - Motorcycles,395
2025-02-26,West 60th St,TLC Taxi/FHV,23223
2025-02-26,West Side Highway at 60th St,"1 - Cars, Pickups and Vans",35816
2025-02-26,West Side Highway at 60th St,2 - Single-Unit Trucks,357
2025-02-26,West Side Highway at 60th St,3 - Multi-Unit Trucks,2
2025-02-26,West Side Highway at 60th St,4 - Buses,769
2025-02-26,West Side Highway at 60th St,5 - Motorcycles,100
2025-02-26,West Side Highway at 60th St,TLC Taxi/FHV,12216
2025-02-26,Williamsburg Bridge,"1 - Cars, Pickups and Vans",22700
2025-02-26,Williamsburg Bridge,2 - Single-Unit Trucks,2337
2025-02-26,Williamsburg Bridge,3 - Multi-Unit Trucks,156
2025-02-26,Williamsburg Bridge,4 - Buses,297
2025-02-26,Williamsburg Bridge,5 - Motorcycles,101
2025-02-26,Williamsburg Bridge,TLC Taxi/FHV,14060
2025-02-27,Brooklyn Bridge,"1 - Cars, Pickups and Vans",17163
2025-02-27,Brooklyn Bridge,2 - Single-Unit Trucks,203
2025-02-27,Brooklyn Bridge,3 - Multi-Unit Trucks,2
2025-02-27,Brooklyn Bridge,4 - Buses,108
2025-02-27,Brooklyn Bridge,5 - Motorcycles,61
2025-02-27,Brooklyn Bridge,TLC Taxi/FHV,12248
2025-02-27,East 60th St,"1 - Cars, Pickups and Vans",31174
2025-02-27,East 60th St,2 - Single-Unit Trucks,4350
2025-02-27,East 60th St,3 - Multi-Unit Trucks,241
2025-02-27,East 60th St,4 - Buses,2240
2025-02-27,East 60th St,5 - Motorcycles,663
2025-02-27,East 60th St,TLC Taxi/FHV,42476
2025-02-27,FDR Drive at 60th St,"1 - Cars, Pickups and Vans",33235
2025-02-27,FDR Drive at 60th St,2 - Single-Unit Trucks,430
2025-02-27,FDR Drive at 60th St,3 - Multi-Unit Trucks,2
2025-02-27,FDR Drive at 60th St,4 - Buses,713
2025-02-27,FDR Drive at 60th St,5 - Motorcycles,120
2025-02-27,FDR Drive at 60th St,TLC Taxi/FHV,19473
2025-02-27,Holland Tunnel,"1 - Cars, Pickups and Vans",27457
2025-02-27,Holland Tunnel,2 - Single-Unit Trucks,1848
2025-02-27,Holland Tunnel,3 - Multi-Unit Trucks,57
2025-02-27,Holland Tunnel,4 - Buses,127
2025-02-27,Holland Tunnel,5 - Motorcycles,14
2025-02-27,Holland Tunnel,TLC Taxi/FHV,11101
2025-02-27,Hugh L. Carey Tunnel,"1 - Cars, Pickups and Vans",16096
2025-02-27,Hugh L. Carey Tunnel,2 - Single-Unit Trucks,754
2025-02-27,Hugh L. Carey Tunnel,3 - Multi-Unit Trucks,17
2025-02-27,Hugh L. Carey Tunnel,4 - Buses,1555
2025-02-27,Hugh L. Carey Tunnel,5 - Motorcycles,36
2025-02-27,Hugh L. Carey Tunnel,TLC Taxi/FHV,4990
2025-02-27,Lincoln Tunnel,"1 - Cars, Pickups and Vans",32392
2025-02-27,Lincoln Tunnel,2 - Single-Unit Trucks,3959
2025-02-27,Lincoln Tunnel,3 - Multi-Unit Trucks,457
2025-02-27,Lincoln Tunnel,4 - Buses,1755
2025-02-27,Lincoln Tunnel,5 - Motorcycles,95
